dateAdded,url,title
2021-11-26,https://www.businesswire.com/news/home/20211026006184/en/New-Research-Shows-Vulnerabilities-in-Banking-Cryptocurrency-Exchange-and-FinTech-APIs-Allow-Unauthorized-Transactions-and-PIN-Code-Changes-of-Customers,"New Research Shows Vulnerabilities in Banking, Cryptocurrency Exchange, and FinTech APIs Allow Unauthorized Transactions and PIN Code Changes of Customers"
2021-11-26,https://apievangelist.com/2021/11/22/the-openapi-community/,The OpenAPI Community | API Evangelist
2021-12-03,https://brandur.org/fragments/heroku-http-api-design-guide,"The Heroku HTTP API Design Guide, revisited"
2021-12-03,https://brandur.org/fragments/280-chars,Changing a universal constant: How 280-character tweets break an API
2021-12-03,https://samuel-hoskin.github.io/CS-Acronyms/,Civil Service Acronym Buster
2021-12-03,https://apiclarity.io/,APIClarity - Open source for API traffic visibility in K8s clusters
2021-12-03,https://levelup.gitconnected.com/graphql-is-the-new-api-gateway-383edeed4bcd,GraphQL is the New API Gateway
2021-12-03,https://github.com/arainho/awesome-api-security,GitHub - arainho/awesome-api-security: A collection of awesome API Security tools and resources.
2021-12-03,https://www.akana.com/blog/api-risk-assessment,How to Perform an API Risk Assessment | Akana by Perforce
2021-12-03,https://techspective.net/2021/11/30/are-apis-your-weakest-security-link/,Are APIs Your Weakest Security Link?
2021-12-03,https://tyk.io/c/advent/,Advent - Tyk API Gateway and API Management
2021-12-10,https://blog.stoplight.io/10-trends-shaping-the-api-industry-in-2022,10 Trends Shaping the API Industry in 2022
2021-12-10,https://stoplight.io/api-documentation-guide/,"API Documentation | Sample APIs Document, Docs & API Documentation Template"
2021-12-10,https://apihandyman.io/5-reasons-why-you-should-treat-private-apis-like-public-ones/,5 reasons why you should treat private APIs like public ones
2021-12-10,https://stateofapis.com/,State of APIs | RapidAPI Developer Survey Results
2021-12-10,https://www.apimatic.io/blog/2021/12/million-mile-views-via-a-nasa-api/,"Million Mile Views via a NASA API  (no coding required), Blog | APIMatic"
2021-12-10,https://thenewstack.io/bring-a-more-inclusive-developer-strategy-to-apis/,Bring a More Inclusive Developer Strategy to APIs
2021-12-10,https://thenewstack.io/werner-vogels-6-rules-for-good-api-design/,Werner Vogel’s 6 Rules for Good API Design
2021-12-10,https://eng.lyft.com/scaling-productivity-on-microservices-at-lyft-part-1-a2f5d9a77813,Scaling productivity on microservices at Lyft (Part 1)
2021-12-17,https://www.gov.uk/government/case-studies/how-nhs-digital-used-api-management-to-support-apis-at-scale,How NHS Digital used API Management to support APIs at scale
2021-12-17,https://www.jvt.me/posts/2021/12/16/api-object-schema/,Use a (JSON) Schema for the Interface Portion of your RESTful API
2021-12-17,https://apihandyman.io/handle-api-gateway-and-backend-differences-in-api-documentation-with-openapi-specification/,Handle API gateway and backend differences in API documentation with OpenAPI Specification
2021-12-17,https://eng.lyft.com/scaling-productivity-on-microservices-at-lyft-part-2-optimizing-for-fast-local-development-9f27a98b47ee,Scaling productivity on microservices at Lyft (Part 2): Optimizing for fast local development
2021-12-17,https://www.techrepublic.com/article/how-well-do-you-know-your-apis-not-well-enough-says-cisco/,"How well do you know your APIs? Not well enough, says Cisco"
2021-12-17,https://amazicworld.com/7-reasons-your-api-security-strategy-is-failing-how-to-fix-it,7 Reasons Your API Security Strategy is Failing & how to fix it - Amazic World
2021-12-17,https://habr.com/en/post/595075/,API security design best practices for enterprise and public cloud
2021-12-17,https://www.infoq.com/articles/getting-started-grpc-dotnet/,Getting Started with gRPC and .NET
2021-12-17,https://apihandyman.io/and-what-if-im-wrong-overcoming-fears-and-doubts-while-designing-apis/,And what if I'm wrong? Overcoming fears and doubts while designing APIs
2022-01-07,https://www.mnot.net/blog/2009/02/18/x-,Stop it with the X- Already!
2022-01-07,https://datatracker.ietf.org/doc/html/rfc6648,RFC6648: Deprecating the 'X-' Prefix and Similar Constructs in Application Protocols
2022-01-07,https://phil.tech/2020/prioritizing-api-ecosystem-maturity/,Refactoring an entire API Ecosystem
2022-01-07,https://wundergraph.com/blog/announcing_wunderhub_share_apis_like_they_were_npm_packages,Announcing WunderHub: Share APIs like they were npm packages
2022-01-07,https://thenewstack.io/securing-large-api-ecosystems/,Securing Large API Ecosystems
2022-01-07,https://weblogs.asp.net/bhouse/brenton-house/frankenstein-apis-explained,Frankenstein APIs Explained! - API Cyber Security Series
2022-01-07,https://betterprogramming.pub/how-to-ensure-reliable-inter-service-communication-with-contracts-a30436fac1d8,How To Ensure Reliable Inter-Service Communication With Contracts
2022-01-07,https://yelp.github.io/graphql-guidelines/schema-design.html, Schema Design | GraphQL @ Yelp Schema Design Guidelines
2022-01-07,https://technically.substack.com/p/whats-an-api,What's an API?
2022-01-14,https://apihandyman.io/nobody-cares-about-api-design-guidelines/,Nobody cares about API design guidelines
2022-01-14,https://technology.blog.gov.uk/2019/01/29/lessons-learnt-using-contract-testing-in-gov-uk-pay/,Lessons learned using contract testing in GOV.UK Pay
2022-01-14,https://www.jeffgeerling.com/blog/2022/burden-open-source-maintainer,The burden of an Open Source maintainer
2022-01-14,https://moxie.org/2022/01/07/web3-first-impressions.html,My first impressions of web3
2022-01-14,https://medium.com/python-geek/how-bad-models-ruin-an-api-4c8b068e9642,How bad models ruin an API
2022-01-14,https://code.flickr.net/2022/01/04/a-pluggable-solution-for-api-observability-on-our-php-system/,A Pluggable Solution for API Observability on our PHP System
2022-01-14,https://www.infoq.com/podcasts/api-lifecycles-specifications-standards/,"API Lifecycles, Specifications, and Standards with Kin Lane"
2022-01-28,https://apisyouwonthate.com/blog/eight-of-the-biggest-lies-in-apis,Eight of the Biggest Lies in APIs
2022-01-28,https://apihandyman.io/a-few-concerns-to-be-aware-of-when-adding-try-it-feature-to-api-documentation/,A few concerns to be aware of when adding try it feature to API documentation
2022-01-28,https://blog.stoplight.io/what-if-your-api-program-had-a-fresh-start,What If Your API Program Had a Fresh Start?
2022-01-28,https://securityboulevard.com/2022/01/more-simple-less-api-attack-vectors/,More Simple = Less API Attack Vectors
2022-01-28,https://portswigger.net/daily-swig/introducing-vapi-an-open-source-lab-environment-to-learn-about-api-security,Introducing vAPI - an open source lab environment to learn about API security
2022-01-31,https://apihandyman.io/what-to-consider-when-building-an-api-sandbox/,What to consider when building an API sandbox
2022-01-31,https://chrislukic.com/2021/06/16/techniques-to-prevent-adoption-of-your-api/,Techniques to prevent adoption of your API - Chris Lukic
2022-01-31,https://queue.acm.org/detail.cfm?id=3375635,API Practices If You Hate Your Customers
2022-02-04,https://tinyletter.com/NetAPINotes/letters/net-api-notes-for-2022-02-03-issue-188,Net API Notes for 2022/02/03 - Issue 188
2022-02-04,https://www.gov.uk/guidance/defining-an-api-management-strategy,Defining an API management strategy
2022-02-04,https://blog.softwareag.com/api-integration,Ten hot API integration trends for 2022
2022-02-04,https://devops.com/why-traditional-approaches-to-api-security-dont-work/,Taking a DevSecOps Approach to API Security
2022-02-04,https://www.youtube.com/watch?v=T73VGfWpO4o,API Reviews: Scaling up API Governance
2022-02-07,https://rtpg.co/2022/02/04/precision-in-technical-discussions.html, Precision In Technical Discussions
2022-02-07,https://apisyouwonthate.com/blog/contract-testing-apis-laravel-php-openapi,Contract Testing a Laravel API with OpenAPI | APIs You Won't Hate
2022-02-07,https://www.infoq.com/presentations/starling-bank/,Building a Reliable Cloud-Based Bank in Java
